geometry,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii
POINT (172.6019941667 -43.5094824741),1965262,AIMS,3127620,99A,Idris Road,"99A Idris Road, Bryndwr, Christchurch",Christchurch City,,,,,,99,A,,,Idris,Road,,,,Bryndwr,Christchurch,Thoroughfare,Current,172.60199417,-43.50948243,Idris,,,Bryndwr,Christchurch,Idris Road,"99A Idris Road, Bryndwr, Christchurch"
POINT (172.5929553167 -43.5081936075),1965355,AIMS,1883633,1/437,Ilam Road,"1/437 Ilam Road, Bryndwr, Christchurch",Christchurch City,,1,,,,437,,,,Ilam,Road,,,,Bryndwr,Christchurch,Thoroughfare,Current,172.59295532,-43.50819357,Ilam,,,Bryndwr,Christchurch,Ilam Road,"1/437 Ilam Road, Bryndwr, Christchurch"
POINT (172.5866803333 -43.5098681075),1967292,AIMS,1885140,1/334,Ilam Road,"1/334 Ilam Road, Bryndwr, Christchurch",Christchurch City,,1,,,,334,,,,Ilam,Road,,,,Bryndwr,Christchurch,Thoroughfare,Current,172.58668033,-43.50986807,Ilam,,,Bryndwr,Christchurch,Ilam Road,"1/334 Ilam Road, Bryndwr, Christchurch"
POINT (172.6043373667 -43.5082649908),1968912,AIMS,2747700,16/26,Lees Road,"16/26 Lees Road, Strowan, Christchurch",Christchurch City,,16,,,,26,,,,Lees,Road,,,,Strowan,Christchurch,Thoroughfare,Current,172.60433737,-43.50826495,Lees,,,Strowan,Christchurch,Lees Road,"16/26 Lees Road, Strowan, Christchurch"
POINT (172.6093171 -43.5595396575),1971411,AIMS,1753599,12A,Urella Place,"12A Urella Place, Spreydon, Christchurch",Christchurch City,,,,,,12,A,,,Urella,Place,,,,Spreydon,Christchurch,Thoroughfare,Current,172.6093171,-43.55953962,Urella,,,Spreydon,Christchurch,Urella Place,"12A Urella Place, Spreydon, Christchurch"
POINT (172.593608 -43.5305170408),1978964,AIMS,2745037,3/179,Riccarton Road,"3/179 Riccarton Road, Riccarton, Christchurch",Christchurch City,,3,,,,179,,,,Riccarton,Road,,,,Riccarton,Christchurch,Thoroughfare,Current,172.593608,-43.530517,Riccarton,,,Riccarton,Christchurch,Riccarton Road,"3/179 Riccarton Road, Riccarton, Christchurch"
POINT (172.581159 -43.5190350408),1979259,AIMS,1755165,88B,Creyke Road,"88B Creyke Road, Ilam, Christchurch",Christchurch City,,,,,,88,B,,,Creyke,Road,,,,Ilam,Christchurch,Thoroughfare,Current,172.581159,-43.519035,Creyke,,,Ilam,Christchurch,Creyke Road,"88B Creyke Road, Ilam, Christchurch"
POINT (172.61463095 -43.5154956908),2065736,AIMS,2467722,1/25,Office Road,"1/25 Office Road, Merivale, Christchurch",Christchurch City,,1,,,,25,,,,Office,Road,,,,Merivale,Christchurch,Thoroughfare,Current,172.61463095,-43.51549565,Office,,,Merivale,Christchurch,Office Road,"1/25 Office Road, Merivale, Christchurch"
POINT (172.6017369681 -43.529292678),3001936,CADS,1936,3B,Straven Road,"3B Straven Road, Riccarton, Christchurch",Christchurch City,,,,,,3,B,,,Straven,Road,,,,Riccarton,Christchurch,Thoroughfare,Current,172.60173697,-43.52929264,Straven,,,Riccarton,Christchurch,Straven Road,"3B Straven Road, Riccarton, Christchurch"
POINT (172.6074070201 -43.5575086553),3012298,CADS,12298,2/7,Gleig Place,"2/7 Gleig Place, Spreydon, Christchurch",Christchurch City,,2,,,,7,,,,Gleig,Place,,,,Spreydon,Christchurch,Thoroughfare,Current,172.60740702,-43.55750861,Gleig,,,Spreydon,Christchurch,Gleig Place,"2/7 Gleig Place, Spreydon, Christchurch"
POINT (172.6095455748 -43.5594089369),3012492,CADS,12492,2/10,Urella Place,"2/10 Urella Place, Spreydon, Christchurch",Christchurch City,,2,,,,10,,,,Urella,Place,,,,Spreydon,Christchurch,Thoroughfare,Current,172.60954557,-43.5594089,Urella,,,Spreydon,Christchurch,Urella Place,"2/10 Urella Place, Spreydon, Christchurch"
POINT (172.5730687818 -43.5275665863),3012666,CADS,12666,1/4,Kiltie Street,"1/4 Kiltie Street, Upper Riccarton, Christchurch",Christchurch City,,1,,,,4,,,,Kiltie,Street,,,,Upper Riccarton,Christchurch,Thoroughfare,Current,172.57306878,-43.52756655,Kiltie,,,Upper Riccarton,Christchurch,Kiltie Street,"1/4 Kiltie Street, Upper Riccarton, Christchurch"
POINT (172.6038672715 -43.5091107914),3016635,CADS,16635,2/30,Wairakei Road,"2/30 Wairakei Road, Strowan, Christchurch",Christchurch City,,2,,,,30,,,,Wairakei,Road,,,,Strowan,Christchurch,Thoroughfare,Current,172.60386727,-43.50911075,Wairakei,,,Strowan,Christchurch,Wairakei Road,"2/30 Wairakei Road, Strowan, Christchurch"
POINT (172.6169717719 -43.5770505994),3019060,CADS,19060,1/5,Bridgemere Lane,"1/5 Bridgemere Lane, Cracroft, Christchurch",Christchurch City,,1,,,,5,,,,Bridgemere,Lane,,,,Cracroft,Christchurch,Thoroughfare,Current,172.61697177,-43.57705056,Bridgemere,,,Cracroft,Christchurch,Bridgemere Lane,"1/5 Bridgemere Lane, Cracroft, Christchurch"
POINT (172.6297381833 -43.5488826741),221125,AIMS,203763,18,Scott Street,"18 Scott Street, Sydenham, Christchurch",Christchurch City,,,,,,18,,,,Scott,Street,,,,Sydenham,Christchurch,Thoroughfare,Current,172.62973818,-43.54888263,Scott,,,Sydenham,Christchurch,Scott Street,"18 Scott Street, Sydenham, Christchurch"
POINT (172.6317511833 -43.5570232408),221752,AIMS,204283,12,Dunn Street,"12 Dunn Street, Somerfield, Christchurch",Christchurch City,,,,,,12,,,,Dunn,Street,,,,Somerfield,Christchurch,Thoroughfare,Current,172.63175118,-43.5570232,Dunn,,,Somerfield,Christchurch,Dunn Street,"12 Dunn Street, Somerfield, Christchurch"
POINT (172.6373184 -43.5206655575),226831,AIMS,3138200,171,Bealey Avenue,"171 Bealey Avenue, Christchurch Central, Christchurch",Christchurch City,,,,,,171,,,,Bealey,Avenue,,,,Christchurch Central,Christchurch,Thoroughfare,Current,172.6373184,-43.52066552,Bealey,,,Christchurch Central,Christchurch,Bealey Avenue,"171 Bealey Avenue, Christchurch Central, Christchurch"
POINT (172.6408302333 -43.5195892908),226943,AIMS,1772190,1/23,Bishop Street,"1/23 Bishop Street, St Albans, Christchurch",Christchurch City,,1,,,,23,,,,Bishop,Street,,,,St Albans,Christchurch,Thoroughfare,Current,172.64083023,-43.51958925,Bishop,,,St Albans,Christchurch,Bishop Street,"1/23 Bishop Street, St Albans, Christchurch"
POINT (172.6367172667 -43.5660839408),231066,AIMS,1569851,22A,Colombo Street,"22A Colombo Street, Cashmere, Christchurch",Christchurch City,,,,,,22,A,,,Colombo,Street,,,,Cashmere,Christchurch,Thoroughfare,Current,172.63671727,-43.5660839,Colombo,,,Cashmere,Christchurch,Colombo Street,"22A Colombo Street, Cashmere, Christchurch"
POINT (172.6405426667 -43.5652119741),231317,AIMS,212156,40,Malcolm Avenue,"40 Malcolm Avenue, Beckenham, Christchurch",Christchurch City,,,,,,40,,,,Malcolm,Avenue,,,,Beckenham,Christchurch,Thoroughfare,Current,172.64054267,-43.56521193,Malcolm,,,Beckenham,Christchurch,Malcolm Avenue,"40 Malcolm Avenue, Beckenham, Christchurch"
POINT (172.6546504167 -43.5273922408),236312,AIMS,2769062,11,Haast Street,"11 Haast Street, Linwood, Christchurch",Christchurch City,,,,,,11,,,,Haast,Street,,,,Linwood,Christchurch,Thoroughfare,Current,172.65465042,-43.5273922,Haast,,,Linwood,Christchurch,Haast Street,"11 Haast Street, Linwood, Christchurch"
POINT (172.6545563167 -43.5393952408),237215,AIMS,216732,188,Ferry Road,"188 Ferry Road, Waltham, Christchurch",Christchurch City,,,,,,188,,,,Ferry,Road,,,,Waltham,Christchurch,Thoroughfare,Current,172.65455632,-43.5393952,Ferry,,,Waltham,Christchurch,Ferry Road,"188 Ferry Road, Waltham, Christchurch"
POINT (172.65422105 -43.5390275575),237209,AIMS,216727,183,Ferry Road,"183 Ferry Road, Waltham, Christchurch",Christchurch City,,,,,,183,,,,Ferry,Road,,,,Waltham,Christchurch,Thoroughfare,Current,172.65422105,-43.53902752,Ferry,,,Waltham,Christchurch,Ferry Road,"183 Ferry Road, Waltham, Christchurch"
POINT (172.6525578833 -43.5709336408),239199,AIMS,218397,11,Vista Place,"11 Vista Place, Huntsbury, Christchurch",Christchurch City,,,,,,11,,,,Vista,Place,,,,Huntsbury,Christchurch,Thoroughfare,Current,172.65255788,-43.5709336,Vista,,,Huntsbury,Christchurch,Vista Place,"11 Vista Place, Huntsbury, Christchurch"
POINT (172.64521855 -43.5769254575),239767,AIMS,218844,21,Fineran Lane,"21 Fineran Lane, Cashmere, Christchurch",Christchurch City,,,,,,21,,,,Fineran,Lane,,,,Cashmere,Christchurch,Thoroughfare,Current,172.64521855,-43.57692542,Fineran,,,Cashmere,Christchurch,Fineran Lane,"21 Fineran Lane, Cashmere, Christchurch"
POINT (172.6599965833 -43.5137948908),243656,AIMS,1570755,69B,North Parade,"69B North Parade, Richmond, Christchurch",Christchurch City,,,,,,69,B,,,North,Parade,,,,Richmond,Christchurch,Thoroughfare,Current,172.65999658,-43.51379485,North,,,Richmond,Christchurch,North Parade,"69B North Parade, Richmond, Christchurch"
POINT (172.6567273167 -43.5278353908),245162,AIMS,1551985,46,Haast Street,"46 Haast Street, Linwood, Christchurch",Christchurch City,,,,,,46,,,,Haast,Street,,,,Linwood,Christchurch,Thoroughfare,Current,172.65672732,-43.52783535,Haast,,,Linwood,Christchurch,Haast Street,"46 Haast Street, Linwood, Christchurch"
POINT (172.6595722167 -43.5417341575),246343,AIMS,224093,8,Short Street,"8 Short Street, Waltham, Christchurch",Christchurch City,,,,,,8,,,,Short,Street,,,,Waltham,Christchurch,Thoroughfare,Current,172.65957222,-43.54173412,Short,,,Waltham,Christchurch,Short Street,"8 Short Street, Waltham, Christchurch"
POINT (172.6626111667 -43.5460297741),246454,AIMS,2742718,114,Ensors Road,"114 Ensors Road, Waltham, Christchurch",Christchurch City,,,,,,114,,,,Ensors,Road,,,,Waltham,Christchurch,Thoroughfare,Current,172.66261117,-43.54602973,Ensors,,,Waltham,Christchurch,Ensors Road,"114 Ensors Road, Waltham, Christchurch"
POINT (172.6598212833 -43.5415802408),246396,AIMS,224132,9,Short Street,"9 Short Street, Waltham, Christchurch",Christchurch City,,,,,,9,,,,Short,Street,,,,Waltham,Christchurch,Thoroughfare,Current,172.65982128,-43.5415802,Short,,,Waltham,Christchurch,Short Street,"9 Short Street, Waltham, Christchurch"
POINT (172.6558318333 -43.5440940075),246287,AIMS,3214193,79,Lismore Street,"79 Lismore Street, Waltham, Christchurch",Christchurch City,,,,,,79,,,,Lismore,Street,,,,Waltham,Christchurch,Thoroughfare,Current,172.65583183,-43.54409397,Lismore,,,Waltham,Christchurch,Lismore Street,"79 Lismore Street, Waltham, Christchurch"
POINT (172.657675 -43.5418560408),246336,AIMS,2787505,1/88,Barbour Street,"1/88 Barbour Street, Waltham, Christchurch",Christchurch City,,1,,,,88,,,,Barbour,Street,,,,Waltham,Christchurch,Thoroughfare,Current,172.657675,-43.541856,Barbour,,,Waltham,Christchurch,Barbour Street,"1/88 Barbour Street, Waltham, Christchurch"
POINT (172.6649567667 -43.5531002741),246532,AIMS,224229,133,Opawa Road,"133 Opawa Road, Opawa, Christchurch",Christchurch City,,,,,,133,,,,Opawa,Road,,,,Opawa,Christchurch,Thoroughfare,Current,172.66495677,-43.55310023,Opawa,,,Opawa,Christchurch,Opawa Road,"133 Opawa Road, Opawa, Christchurch"
POINT (172.6684762 -43.5104382075),250031,AIMS,227155,23,Coopers Road,"23 Coopers Road, Dallington, Christchurch",Christchurch City,,,,,,23,,,,Coopers,Road,,,,Dallington,Christchurch,Thoroughfare,Current,172.6684762,-43.51043817,Coopers,,,Dallington,Christchurch,Coopers Road,"23 Coopers Road, Dallington, Christchurch"
POINT (172.6683135667 -43.5332065741),251923,AIMS,1979892,608,Cashel Street,"608 Cashel Street, Linwood, Christchurch",Christchurch City,,,,,,608,,,,Cashel,Street,,,,Linwood,Christchurch,Thoroughfare,Current,172.66831357,-43.53320653,Cashel,,,Linwood,Christchurch,Cashel Street,"608 Cashel Street, Linwood, Christchurch"
POINT (172.6722551833 -43.5450702908),253425,AIMS,229705,489,Ferry Road,"489 Ferry Road, Woolston, Christchurch",Christchurch City,,,,,,489,,,,Ferry,Road,,,,Woolston,Christchurch,Thoroughfare,Current,172.67225518,-43.54507025,Ferry,,,Woolston,Christchurch,Ferry Road,"489 Ferry Road, Woolston, Christchurch"
POINT (172.6808392667 -43.5240447575),257366,AIMS,1571617,59A,Kerrs Road,"59A Kerrs Road, Avonside, Christchurch",Christchurch City,,,,,,59,A,,,Kerrs,Road,,,,Avonside,Christchurch,Thoroughfare,Current,172.68083927,-43.52404472,Kerrs,,,Avonside,Christchurch,Kerrs Road,"59A Kerrs Road, Avonside, Christchurch"
POINT (172.6815334333 -43.5236611408),257464,AIMS,232793,78,Kerrs Road,"78 Kerrs Road, Avonside, Christchurch",Christchurch City,,,,,,78,,,,Kerrs,Road,,,,Avonside,Christchurch,Thoroughfare,Current,172.68153343,-43.5236611,Kerrs,,,Avonside,Christchurch,Kerrs Road,"78 Kerrs Road, Avonside, Christchurch"
POINT (172.6815399333 -43.5256286741),257625,AIMS,232928,12,Kerrs Road,"12 Kerrs Road, Linwood, Christchurch",Christchurch City,,,,,,12,,,,Kerrs,Road,,,,Linwood,Christchurch,Thoroughfare,Current,172.68153993,-43.52562863,Kerrs,,,Linwood,Christchurch,Kerrs Road,"12 Kerrs Road, Linwood, Christchurch"
POINT (172.6800787667 -43.5277588741),257647,AIMS,232947,147,Buckleys Road,"147 Buckleys Road, Linwood, Christchurch",Christchurch City,,,,,,147,,,,Buckleys,Road,,,,Linwood,Christchurch,Thoroughfare,Current,172.68007877,-43.52775883,Buckleys,,,Linwood,Christchurch,Buckleys Road,"147 Buckleys Road, Linwood, Christchurch"
POINT (172.6847196 -43.5442527408),258387,AIMS,233606,11,Cob Crescent,"11 Cob Crescent, Woolston, Christchurch",Christchurch City,,,,,,11,,,,Cob,Crescent,,,,Woolston,Christchurch,Thoroughfare,Current,172.6847196,-43.5442527,Cob,,,Woolston,Christchurch,Cob Crescent,"11 Cob Crescent, Woolston, Christchurch"
POINT (172.6827888833 -43.5373952575),258586,AIMS,233790,25,Logie Place,"25 Logie Place, Bromley, Christchurch",Christchurch City,,,,,,25,,,,Logie,Place,,,,Bromley,Christchurch,Thoroughfare,Current,172.68278888,-43.53739522,Logie,,,Bromley,Christchurch,Logie Place,"25 Logie Place, Bromley, Christchurch"
POINT (172.6759543167 -43.5440228908),258641,AIMS,233840,2,Gala Lane,"2 Gala Lane, Woolston, Christchurch",Christchurch City,,,,,,2,,,,Gala,Lane,,,,Woolston,Christchurch,Thoroughfare,Current,172.67595432,-43.54402285,Gala,,,Woolston,Christchurch,Gala Lane,"2 Gala Lane, Woolston, Christchurch"
POINT (172.6772378167 -43.5351232575),258782,AIMS,233964,3,Jollie Street,"3 Jollie Street, Linwood, Christchurch",Christchurch City,,,,,,3,,,,Jollie,Street,,,,Linwood,Christchurch,Thoroughfare,Current,172.67723782,-43.53512322,Jollie,,,Linwood,Christchurch,Jollie Street,"3 Jollie Street, Linwood, Christchurch"
POINT (172.6817563 -43.5461170075),259787,AIMS,2775063,7,Oban Place,"7 Oban Place, Woolston, Christchurch",Christchurch City,,,,,,7,,,,Oban,Place,,,,Woolston,Christchurch,Thoroughfare,Current,172.6817563,-43.54611697,Oban,,,Woolston,Christchurch,Oban Place,"7 Oban Place, Woolston, Christchurch"
POINT (172.6922051667 -43.5242023575),263323,AIMS,237325,40,Mecca Place,"40 Mecca Place, Linwood, Christchurch",Christchurch City,,,,,,40,,,,Mecca,Place,,,,Linwood,Christchurch,Thoroughfare,Current,172.69220517,-43.52420232,Mecca,,,Linwood,Christchurch,Mecca Place,"40 Mecca Place, Linwood, Christchurch"
POINT (172.6874173167 -43.5164494241),263594,AIMS,1571902,84A,Wainoni Road,"84A Wainoni Road, Wainoni, Christchurch",Christchurch City,,,,,,84,A,,,Wainoni,Road,,,,Wainoni,Christchurch,Thoroughfare,Current,172.68741732,-43.51644938,Wainoni,,,Wainoni,Christchurch,Wainoni Road,"84A Wainoni Road, Wainoni, Christchurch"
POINT (172.69301815 -43.6032378075),265246,AIMS,238740,2,Bayview Place,"2 Bayview Place, Cass Bay, Lyttelton",Christchurch City,,,,,,2,,,,Bayview,Place,,,,Cass Bay,Lyttelton,Thoroughfare,Current,172.69301815,-43.60323777,Bayview,,,Cass Bay,Lyttelton,Bayview Place,"2 Bayview Place, Cass Bay, Lyttelton"
POINT (172.6970026 -43.5131838908),268173,AIMS,1556511,209,Breezes Road,"209 Breezes Road, Aranui, Christchurch",Christchurch City,,,,,,209,,,,Breezes,Road,,,,Aranui,Christchurch,Thoroughfare,Current,172.6970026,-43.51318385,Breezes,,,Aranui,Christchurch,Breezes Road,"209 Breezes Road, Aranui, Christchurch"
POINT (172.7036908167 -43.5169754408),269148,AIMS,1572178,374A,Pages Road,"374A Pages Road, Aranui, Christchurch",Christchurch City,,,,,,374,A,,,Pages,Road,,,,Aranui,Christchurch,Thoroughfare,Current,172.70369082,-43.5169754,Pages,,,Aranui,Christchurch,Pages Road,"374A Pages Road, Aranui, Christchurch"
POINT (172.70493205 -43.5232811741),269225,AIMS,241630,6,Ariel Place,"6 Ariel Place, Aranui, Christchurch",Christchurch City,,,,,,6,,,,Ariel,Place,,,,Aranui,Christchurch,Thoroughfare,Current,172.70493205,-43.52328113,Ariel,,,Aranui,Christchurch,Ariel Place,"6 Ariel Place, Aranui, Christchurch"
POINT (172.6961124167 -43.5507272575),269500,AIMS,1554808,17,Delta Way,"17 Delta Way, Woolston, Christchurch",Christchurch City,,,,,,17,,,,Delta,Way,,,,Woolston,Christchurch,Thoroughfare,Current,172.69611242,-43.55072722,Delta,,,Woolston,Christchurch,Delta Way,"17 Delta Way, Woolston, Christchurch"
POINT (172.70883455 -43.5084985241),272480,AIMS,243747,1,Meon Street,"1 Meon Street, Aranui, Christchurch",Christchurch City,,,,,,1,,,,Meon,Street,,,,Aranui,Christchurch,Thoroughfare,Current,172.70883455,-43.50849848,Meon,,,Aranui,Christchurch,Meon Street,"1 Meon Street, Aranui, Christchurch"
POINT (172.705002 -43.5123761241),272521,AIMS,243788,22,Rowan Avenue,"22 Rowan Avenue, Aranui, Christchurch",Christchurch City,,,,,,22,,,,Rowan,Avenue,,,,Aranui,Christchurch,Thoroughfare,Current,172.705002,-43.51237608,Rowan,,,Aranui,Christchurch,Rowan Avenue,"22 Rowan Avenue, Aranui, Christchurch"
POINT (172.7110261333 -43.5109802241),272523,AIMS,243790,23,Corhampton Street,"23 Corhampton Street, Aranui, Christchurch",Christchurch City,,,,,,23,,,,Corhampton,Street,,,,Aranui,Christchurch,Thoroughfare,Current,172.71102613,-43.51098018,Corhampton,,,Aranui,Christchurch,Corhampton Street,"23 Corhampton Street, Aranui, Christchurch"
POINT (172.7137648167 -43.5623237075),273607,AIMS,2786988,15,Michael Avenue,"15 Michael Avenue, Mount Pleasant, Christchurch",Christchurch City,,,,,,15,,,,Michael,Avenue,,,,Mount Pleasant,Christchurch,Thoroughfare,Current,172.71376482,-43.56232367,Michael,,,Mount Pleasant,Christchurch,Michael Avenue,"15 Michael Avenue, Mount Pleasant, Christchurch"
POINT (172.7094184667 -43.5636149908),273731,AIMS,244676,298,Bridle Path Road,"298 Bridle Path Road, Ferrymead, Christchurch",Christchurch City,,,,,,298,,,,Bridle Path,Road,,,,Ferrymead,Christchurch,Thoroughfare,Current,172.70941847,-43.56361495,Bridle Path,,,Ferrymead,Christchurch,Bridle Path Road,"298 Bridle Path Road, Ferrymead, Christchurch"
POINT (172.7096885833 -43.5631886575),273753,AIMS,244691,308,Bridle Path Road,"308 Bridle Path Road, Ferrymead, Christchurch",Christchurch City,,,,,,308,,,,Bridle Path,Road,,,,Ferrymead,Christchurch,Thoroughfare,Current,172.70968858,-43.56318862,Bridle Path,,,Ferrymead,Christchurch,Bridle Path Road,"308 Bridle Path Road, Ferrymead, Christchurch"
POINT (172.7105080167 -43.5697887908),273958,AIMS,244869,174,Bridle Path Road,"174 Bridle Path Road, Ferrymead, Christchurch",Christchurch City,,,,,,174,,,,Bridle Path,Road,,,,Ferrymead,Christchurch,Thoroughfare,Current,172.71050802,-43.56978875,Bridle Path,,,Ferrymead,Christchurch,Bridle Path Road,"174 Bridle Path Road, Ferrymead, Christchurch"
POINT (172.7135733167 -43.6021312741),274283,AIMS,245155,11,Dudley Road,"11 Dudley Road, Lyttelton",Christchurch City,,,,,,11,,,,Dudley,Road,,,,Lyttelton,Lyttelton,Thoroughfare,Current,172.71357332,-43.60213123,Dudley,,,Lyttelton,Lyttelton,Dudley Road,"11 Dudley Road, Lyttelton"
POINT (172.7175218833 -43.5639041241),277843,AIMS,1546023,1,The Rise,"1 The Rise, Mount Pleasant, Christchurch",Christchurch City,,,,,,1,,,,The Rise,,,,,Mount Pleasant,Christchurch,Thoroughfare,Current,172.71752188,-43.56390408,The Rise,,,Mount Pleasant,Christchurch,The Rise,"1 The Rise, Mount Pleasant, Christchurch"
POINT (172.7165755833 -43.5557034741),278117,AIMS,248239,62,Main Road,"62 Main Road, Mount Pleasant, Christchurch",Christchurch City,,,,,,62,,,,Main,Road,,,,Mount Pleasant,Christchurch,Thoroughfare,Current,172.71657558,-43.55570343,Main,,,Mount Pleasant,Christchurch,Main Road,"62 Main Road, Mount Pleasant, Christchurch"
POINT (172.7241787 -43.5642063075),278201,AIMS,248302,7,Selleck Street,"7 Selleck Street, Mount Pleasant, Christchurch",Christchurch City,,,,,,7,,,,Selleck,Street,,,,Mount Pleasant,Christchurch,Thoroughfare,Current,172.7241787,-43.56420627,Selleck,,,Mount Pleasant,Christchurch,Selleck Street,"7 Selleck Street, Mount Pleasant, Christchurch"
POINT (172.7166676667 -43.5643680741),278228,AIMS,248321,8,The Rise,"8 The Rise, Mount Pleasant, Christchurch",Christchurch City,,,,,,8,,,,The Rise,,,,,Mount Pleasant,Christchurch,Thoroughfare,Current,172.71666767,-43.56436803,The Rise,,,Mount Pleasant,Christchurch,The Rise,"8 The Rise, Mount Pleasant, Christchurch"
POINT (172.72388645 -43.5676539741),278474,AIMS,248481,1,Law Lane,"1 Law Lane, Mount Pleasant, Christchurch",Christchurch City,,,,,,1,,,,Law,Lane,,,,Mount Pleasant,Christchurch,Thoroughfare,Current,172.72388645,-43.56765393,Law,,,Mount Pleasant,Christchurch,Law Lane,"1 Law Lane, Mount Pleasant, Christchurch"
POINT (172.7271868667 -43.6048557575),282168,AIMS,251490,16,Gilmour Terrace,"16 Gilmour Terrace, Lyttelton",Christchurch City,,,,,,16,,,,Gilmour,Terrace,,,,Lyttelton,Lyttelton,Thoroughfare,Current,172.72718687,-43.60485572,Gilmour,,,Lyttelton,Lyttelton,Gilmour Terrace,"16 Gilmour Terrace, Lyttelton"
